Unnamed: 0,id,scrape_id,host_id,latitude,longitude,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,availability_eoy,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_communication,review_scores_location
3600,591924404931690277,20250609011815,290355593,29.97716,-90.07797,Fairgrounds,,Entire home,Entire home/apt,2019-08-30,"New Orleans, LA",within an hour,100%,100%,t,7,25,t,t,5,2.0,2 baths,2.0,0.0,"[""Dishes and silverware"", ""Heating"", ""Carbon monoxide alarm"", ""Shower gel"", ""Hot water"", ""Wifi"", ""Outdoor furniture"", ""Stove"", ""65 inch HDTV with Netflix"", ""Self check-in"", ""Coffee maker"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Window AC unit"", ""Refrigerator"", ""Clothing storage: closet"", ""Bed linens"", ""Hair dryer"", ""Dishwasher"", ""Free parking on premises"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Dedicated workspace"", ""Private backyard \u2013 Fully fenced"", ""Body soap"", ""Safe"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Shared patio or balcony"", ""Hangers"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Iron"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Conditioner"", ""Bathtub"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""BBQ grill"", ""Single oven"", ""Freezer"", ""Keypad""]",$76.00,30,30,30,30,1125,1125,30.0,1125.0,t,16,46,76,256,184,77,13,0,19,2.01,4.82,4.84,4.75,4.9,4.75
3800,655958559815449038,20250609011815,370734277,29.96318,-90.06079,French Quarter,,Room in boutique hotel,Private room,2020-10-05,,,,,,28,35,t,t,2,1.0,1 shared bath,1.0,4.0,"[""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Luggage dropoff allowed"", ""Bed linens"", ""Hair dryer"", ""Fire extinguisher"", ""TV"", ""Essentials"", ""Smart lock"", ""Hangers"", ""Iron"", ""Private entrance"", ""Patio or balcony""]",$73.00,1,45,1,3,45,45,2.1,45.0,t,23,50,74,344,182,60,17,1,14,1.7,4.8,4.85,4.85,4.88,5.0
4000,707916541638355950,20250609011815,442029804,29.9349207,-90.0802564,Central City,,Entire condo,Entire home/apt,2022-01-25,"Princeville, HI",within an hour,99%,56%,f,3687,4223,t,t,4,1.0,1 bath,1.0,2.0,"[""Shared hot tub"", ""Dishes and silverware"", ""Heating"", ""Carbon monoxide alarm"", ""Shared pool"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Elevator"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Gym"", ""Fire extinguisher"", ""TV"", ""Safe"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cooking basics"", ""Private entrance"", ""Crib"", ""Pack \u2019n play/Travel crib""]",$109.00,30,365,30,30,365,365,30.0,365.0,t,20,50,80,348,188,1,0,0,0,0.03,5.0,5.0,5.0,5.0,5.0
4200,752070091934076829,20250609011815,484507462,29.947433,-90.069888,Central Business District,,Entire rental unit,Entire home/apt,2022-10-21,"New Orleans, LA",within an hour,99%,100%,f,7,7,t,t,4,1.0,1 bath,1.0,2.0,"[""Dishes and silverware"", ""Central air conditioning"", ""Hot water"", ""Wifi"", ""Stainless steel electric stove"", ""Self check-in"", ""Whirlpool refrigerator"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Toaster"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Elevator"", ""Dishwasher"", ""Hair dryer"", ""BASIS shampoo"", ""First aid kit"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Kitchen"", ""Essentials"", ""Smart lock"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Free washer \u2013 In unit"", ""Cooking basics""]",$104.00,1,365,1,4,365,365,1.6,365.0,t,30,60,90,365,198,363,91,8,65,8.09,4.79,4.82,4.78,4.86,4.92
4400,812553733278182648,20250609011815,127443394,29.938389028846867,-90.0987410426762,Milan,,Entire home,Entire home/apt,2017-04-24,"New Orleans, LA",,,,f,1,1,t,f,6,2.0,2 baths,3.0,6.0,"[""Books and reading material"", ""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Central air conditioning"", ""Shower gel"", ""Hot water"", ""Board games"", ""Room-darkening shades"", ""Shared backyard \u2013 Fully fenced"", ""Private patio or balcony"", ""Clothing storage: closet and dresser"", ""Ceiling fan"", ""Frigidaire stainless steel electric stove"", ""Outlet covers"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Fast wifi \u2013 350 Mbps"", ""Coffee maker: drip coffee maker"", ""Refrigerator"", ""Free driveway parking on premises \u2013 2 spaces"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""65 inch HDTV with Amazon Prime Video, Disney+, Netflix"", ""Body soap"", ""Laundromat nearby"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Smart lock"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Conditioner"", ""Bathtub"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Stainless steel single oven"", ""Private entrance"", ""Freezer"", ""Pack \u2019n play/Travel crib - always at the listing""]",$228.00,2,90,2,2,1125,1125,2.0,1125.0,t,28,58,82,82,82,52,17,1,23,1.85,4.98,5.0,4.98,4.98,4.69
4600,853908256148403224,20250609011815,424156658,29.96717,-90.06475,Seventh Ward,,Private room in home,Private room,2021-09-22,,within an hour,100%,100%,t,7,8,t,t,4,1.0,1 private bath,2.0,3.0,"[""Indoor fireplace"", ""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Hot water"", ""Room-darkening shades"", ""Wifi"", ""Shared backyard \u2013 Fully fenced"", ""Air conditioning"", ""Stove"", ""Ceiling fan"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Refrigerator"", ""Bread maker"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Washer"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""TV"", ""Body soap"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Shared patio or balcony"", ""Smart lock"", ""Hangers"", ""Coffee maker: Keurig coffee machine"", ""Barbecue utensils"", ""Iron"", ""Cleaning products"", ""Baking sheet"", ""Conditioner"", ""Bathtub"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Single oven""]",$105.00,1,365,1,3,1125,1125,1.5,1125.0,t,30,58,88,164,104,37,8,0,15,1.44,4.86,4.78,4.84,4.92,4.41
4800,920227529306616660,20250609011815,501999514,29.94409,-90.06829,Lower Garden District,,Room in hotel,Hotel room,2023-02-20,,within an hour,100%,96%,f,2852,4700,t,t,3,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Heating"", ""Pool"", ""Carbon monoxide alarm"", ""Wifi"", ""Air conditioning"", ""Stove"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Paid parking on premises"", ""Smoke alarm"", ""Shampoo"", ""Pets allowed"", ""Microwave"", ""Refrigerator"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Gym"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Breakfast"", ""Cooking basics"", ""BBQ grill"", ""Lake access""]",$172.00,1,1125,1,7,1,1125,1.1,601.9,t,30,60,90,326,197,65,64,0,39,2.91,4.48,4.55,4.62,4.57,4.55
5000,969391201586291830,20250609011815,442915263,29.9545479,-90.0743526,Central Business District,,Entire condo,Entire home/apt,2022-01-31,,within an hour,100%,98%,f,59,69,t,f,12,2.0,2 baths,4.0,6.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Blender"", ""Hot water"", ""Board games"", ""Wifi"", ""Air conditioning"", ""Paid parking on premises \u2013 1 space"", ""Stove"", ""Ceiling fan"", ""Self check-in"", ""Coffee maker"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Elevator"", ""Refrigerator"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""Oven"", ""Gym"", ""Fire extinguisher"", ""Dedicated workspace"", ""Body soap"", ""Kitchen"", ""Essentials"", ""65 inch HDTV"", ""Children's playroom"", ""Smart lock"", ""Hot water kettle"", ""Hangers"", ""Iron"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Dining table"", ""Clothing storage: walk-in closet"", ""Cooking basics"", ""Wine glasses"", ""Private entrance""]",$244.00,1,365,1,3,365,365,2.2,365.0,t,10,27,54,306,139,51,35,1,33,2.53,4.75,4.75,4.78,4.75,4.65
5200,1015281320944675843,20250609011815,541716509,29.94156,-90.06966,Lower Garden District,,Entire rental unit,Entire home/apt,2023-10-13,"New Orleans, LA",within an hour,100%,100%,f,24,25,t,t,2,1.0,1 bath,1.0,1.0,"[""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Air conditioning"", ""Self check-in"", ""Smoke alarm"", ""Elevator"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""Washer"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Kitchen"", ""Smart lock"", ""Iron"", ""Bathtub"", ""Cooking basics""]",$72.00,1,365,1,3,1125,1125,1.5,1125.0,t,0,0,0,78,0,18,9,0,12,0.93,4.67,4.89,4.89,4.78,4.78
5400,1057325439446175003,20250609011815,395417840,29.94695,-90.07028,Central Business District,,Entire condo,Entire home/apt,2021-04-03,,within an hour,92%,98%,f,9,9,t,t,4,2.0,2 baths,2.0,2.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Hot water"", ""Room-darkening shades"", ""Wifi"", ""Pack \u2019n play/Travel crib - available upon request"", ""Self check-in"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Kitchenette"", ""Coffee maker: drip coffee maker"", ""Refrigerator"", ""Elevator"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Babysitter recommendations"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Essentials"", ""Smart lock"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Free washer \u2013 In building"", ""Heating - split type ductless system"", ""AC - split type ductless system"", ""Free dryer \u2013 In building""]",$171.00,2,45,1,5,1125,1125,3.3,1125.0,t,30,60,90,300,198,24,10,0,21,1.46,4.75,4.79,4.58,4.71,4.96
5600,1095231181112014032,20250609011815,12320852,29.9626105,-90.0777577,Tulane - Gravier,,Private room in home,Private room,2014-02-17,,,,,f,1,2,t,f,1,2.0,2 baths,1.0,1.0,"[""Heating"", ""Pool"", ""Carbon monoxide alarm"", ""Hot water"", ""Room-darkening shades"", ""Wifi"", ""Air conditioning"", ""Hot tub"", ""Smoke alarm"", ""Pets allowed"", ""Free parking on premises"", ""First aid kit"", ""Washer"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Lock on bedroom door"", ""Hangers"", ""Bathtub""]",$43.00,30,31,30,30,31,31,30.0,31.0,,27,57,87,177,177,0,0,0,0,,,,,,
5800,1133622255806940003,20250609011815,551287603,29.934976723328347,-90.09412233932106,Milan,,Entire rental unit,Entire home/apt,2023-12-16,,within an hour,100%,97%,f,7,7,f,t,8,2.0,2 baths,4.0,4.0,"[""Dishes and silverware"", ""Heating"", ""Shower gel"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Dryer"", ""Stove"", ""Outdoor dining area"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Refrigerator"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""Free parking on premises"", ""First aid kit"", ""Washer"", ""Exterior security cameras on property"", ""Oven"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Body soap"", ""Kitchen"", ""Essentials"", ""Smart lock"", ""Hangers"", ""Iron"", ""Cleaning products"", ""Conditioner"", ""Bathtub"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Clothing storage"", ""Freezer""]",$165.00,30,30,30,30,1125,1125,30.0,1125.0,t,29,59,89,269,197,11,11,0,8,0.99,4.27,4.36,4.36,4.73,4.09
6000,1176969942249017603,20250609011815,52807584,29.96464,-90.03458,St. Claude,,Entire rental unit,Entire home/apt,2015-12-30,"New Orleans, LA",within an hour,100%,97%,t,11,12,t,t,5,1.0,1 bath,2.0,3.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Central air conditioning"", ""Shower gel"", ""Hot water"", ""Room-darkening shades"", ""Wifi"", ""Farberware stainless steel electric stove"", ""Ceiling fan"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Elevator"", ""Luggage dropoff allowed"", ""Clothing storage: closet"", ""Bed linens"", ""Hair dryer"", ""Dishwasher"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""First aid kit"", ""Free parking garage on premises \u2013 1 space"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Body soap"", ""Ethernet connection"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Extra pillows and blankets"", ""EV charger - level 2"", ""Iron"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Conditioner"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Farberware stainless steel single oven"", ""Farberware refrigerator"", ""Private entrance"", ""43 inch HDTV with Roku"", ""Freezer"", ""Keypad""]",$92.00,2,120,2,6,1125,1125,2.8,1125.0,t,12,42,72,300,180,33,32,2,13,2.7,4.94,4.85,4.94,5.0,4.76
6200,1210205994766606624,20250609011815,136807475,29.989400429529596,-90.06007297356628,St. Roch,,Entire home,Entire home/apt,2017-06-24,"New Orleans, LA",within an hour,100%,90%,t,1,1,t,f,6,2.0,2 baths,3.0,3.0,"[""Shower gel"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Outdoor furniture"", ""Clothing storage: closet and dresser"", ""Stove"", ""Paid dryer \u2013 In unit"", ""Self check-in"", ""Central heating"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Refrigerator"", ""Dishwasher"", ""Washer"", ""Exterior security cameras on property"", ""Oven"", ""TV"", ""Kitchen"", ""Free street parking"", ""Freezer"", ""Keypad""]",$104.00,2,180,2,2,180,180,2.0,180.0,t,18,43,70,302,178,36,36,7,15,3.91,4.86,4.86,4.86,4.83,4.47
6400,1248151321149729894,20250609011815,116559029,29.959751319398546,-90.11162649840117,Gert Town,,Entire home,Entire home/apt,2017-02-15,,within an hour,100%,90%,t,1,1,t,t,4,2.0,2 baths,2.0,2.0,"[""Dishes and silverware"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Private patio or balcony"", ""Stainless steel electric stove"", ""Air conditioning"", ""Outdoor furniture"", ""Dryer"", ""Ceiling fan"", ""Self check-in"", ""Central heating"", ""Smoke alarm"", ""Microwave"", ""Refrigerator"", ""Noise decibel monitors on property"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Washer"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""TV"", ""Body soap"", ""Cleaning available during stay"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Smart lock"", ""Hangers"", ""Coffee maker: Keurig coffee machine"", ""Iron"", ""Cleaning products"", ""Bathtub"", ""Cooking basics"", ""Coffee"", ""Bluetooth sound system"", ""Freezer""]",$119.00,1,28,1,2,28,28,1.0,28.0,t,13,35,65,65,65,21,21,4,9,2.54,5.0,5.0,5.0,5.0,4.9
6600,1281104996458719652,20250609011815,569220605,29.966378964558213,-90.03928884934831,St. Claude,,Room in hotel,Private room,2024-03-27,,within an hour,100%,100%,f,73,74,t,t,6,2.0,2 baths,2.0,3.0,"[""Shared hot tub"", ""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""HDTV with standard cable"", ""Carbon monoxide alarm"", ""Hot water"", ""Room-darkening shades"", ""Wifi"", ""Air conditioning"", ""Outdoor furniture"", ""Stove"", ""Ceiling fan"", ""Self check-in"", ""Coffee maker"", ""Paid parking on premises"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Elevator"", ""Refrigerator"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""Oven"", ""Fire extinguisher"", ""Dedicated workspace"", ""Body soap"", ""Safe"", ""Kitchen"", ""Essentials"", ""Smart lock"", ""Hot water kettle"", ""Hangers"", ""Iron"", ""Free washer \u2013 In unit"", ""Dining table"", ""Shared gym"", ""Private living room"", ""Cooking basics"", ""Shared outdoor pool - open specific hours"", ""Clothing storage: wardrobe""]",$189.00,1,365,1,3,365,365,1.9,365.0,t,27,57,87,362,195,2,2,0,1,0.3,5.0,5.0,5.0,5.0,5.0
6800,1311094692897469727,20250609011815,126429224,30.00619141122406,-90.03704592235195,Gentilly Woods,,Entire home,Entire home/apt,2017-04-18,"New Orleans, LA",within a few hours,100%,,f,2,5,t,t,8,1.0,1 bath,3.0,4.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Blender"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Dryer"", ""Stove"", ""Ceiling fan"", ""Outdoor dining area"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Pets allowed"", ""Refrigerator"", ""Bed linens"", ""Free parking on premises"", ""First aid kit"", ""Washer"", ""Backyard"", ""Oven"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Kitchen"", ""Single level home"", ""Hangers"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Iron"", ""Cleaning products"", ""Baking sheet"", ""Conditioner"", ""Bathtub"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Clothing storage"", ""Patio or balcony"", ""Freezer""]",$926.00,30,365,30,30,365,365,30.0,365.0,t,5,5,9,61,14,0,0,0,0,,,,,,
7000,1342356164358521679,20250609011815,134182959,29.95261,-90.04492,Whitney,,Entire home,Entire home/apt,2017-06-09,"New Orleans, LA",within an hour,100%,100%,f,5,5,t,t,6,2.0,2 baths,3.0,3.0,"[""Dishes and silverware"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Ceiling fan"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Smoke alarm"", ""Changing table - always at the listing"", ""Microwave"", ""Refrigerator"", ""Gas stove"", ""Dishwasher"", ""Free parking on premises"", ""First aid kit"", ""Washer"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Kitchen"", ""Private backyard"", ""Hangers"", ""Coffee maker: Keurig coffee machine"", ""Bathtub"", ""Dining table"", ""Cooking basics"", ""Private entrance"", ""Freezer""]","$1,175.00",30,365,30,30,365,365,30.0,365.0,,0,0,0,0,0,0,0,0,0,,,,,,
7200,1355051241299986505,20250609011815,104250639,29.926077909626628,-90.07980628181517,Irish Channel,,Entire rental unit,Entire home/apt,2016-11-18,"New Orleans, LA",within a day,100%,86%,t,3,4,t,t,4,1.0,1 bath,2.0,2.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Wifi"", ""Air conditioning"", ""Dryer"", ""Stove"", ""Ceiling fan"", ""Self check-in"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Bed linens"", ""Free parking on premises"", ""Washer"", ""Oven"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Iron"", ""Cleaning products"", ""Bathtub"", ""Cooking basics"", ""Coffee"", ""Clothing storage"", ""Keypad""]",$70.00,30,365,30,30,365,365,30.0,365.0,t,30,60,90,365,198,0,0,0,0,,,,,,
7400,1412804150807659600,20250609011815,442924771,29.951142,-90.067766,Central Business District,,Entire condo,Entire home/apt,2022-01-31,,within an hour,100%,99%,f,16,16,t,t,4,1.0,1 bath,1.0,2.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Stove"", ""Coffee maker"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Elevator"", ""Refrigerator"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""Oven"", ""TV"", ""Dedicated workspace"", ""Body soap"", ""Kitchen"", ""Essentials"", ""Iron"", ""Free washer \u2013 In unit"", ""Bathtub"", ""Clothing storage: walk-in closet"", ""Cooking basics""]",$89.00,1,365,1,3,365,365,1.4,365.0,t,20,41,71,342,179,0,0,0,0,,,,,,
